Sample in Buffer,Sample in Window,TRIGGER,vio_boot_mode[1:0],vio_boot_mode_sel,vio_reset
2771,2771,0,0,0,0
2772,2772,0,0,0,0
2773,2773,0,0,0,0
2774,2774,0,0,0,0
2775,2775,0,0,0,0
2776,2776,0,0,0,0
2777,2777,0,0,0,0
2778,2778,0,0,0,0
2779,2779,0,0,0,0
2780,2780,0,0,0,0
2781,2781,0,0,0,0
2782,2782,0,0,0,0
2783,2783,0,0,0,0
2784,2784,0,0,0,0
2785,2785,0,0,0,0
2786,2786,0,0,0,0
2787,2787,0,0,0,0
2788,2788,0,0,0,0
2789,2789,0,0,0,0
2790,2790,0,0,0,0
2791,2791,0,0,0,0
2792,2792,0,0,0,0
2793,2793,0,0,0,0
2794,2794,0,0,0,0
2795,2795,0,0,0,0
2796,2796,0,0,0,0
2797,2797,0,0,0,0
2798,2798,0,0,0,0
2799,2799,0,0,0,0
2800,2800,0,0,0,0
2801,2801,0,0,0,0
2802,2802,0,0,0,0
2803,2803,0,0,0,0
2804,2804,0,0,0,0
2805,2805,0,0,0,0
2806,2806,0,0,0,0
2807,2807,0,0,0,0
2808,2808,0,0,0,0
2809,2809,0,0,0,0
2810,2810,0,0,0,0
2811,2811,0,0,0,0
2812,2812,0,0,0,0
2813,2813,0,0,0,0
2814,2814,0,0,0,0
2815,2815,0,0,0,0
2816,2816,0,0,0,0
2817,2817,0,0,0,0
2818,2818,0,0,0,0
2819,2819,0,0,0,0
2820,2820,0,0,0,0
2821,2821,0,0,0,0
2822,2822,0,0,0,0
2823,2823,0,0,0,0
2824,2824,0,0,0,0
2825,2825,0,0,0,0
2826,2826,0,0,0,0
2827,2827,0,0,0,0
2828,2828,0,0,0,0
2829,2829,0,0,0,0
2830,2830,0,0,0,0
2831,2831,0,0,0,0
2832,2832,0,0,0,0
2833,2833,0,0,0,0
2834,2834,0,0,0,0
2835,2835,0,0,0,0
2836,2836,0,0,0,0
2837,2837,0,0,0,0
2838,2838,0,0,0,0
2839,2839,0,0,0,0
2840,2840,0,0,0,0
2841,2841,0,0,0,0
2842,2842,0,0,0,0
2843,2843,0,0,0,0
2844,2844,0,0,0,0
2845,2845,0,0,0,0
2846,2846,0,0,0,0
2847,2847,0,0,0,0
2848,2848,0,0,0,0
2849,2849,0,0,0,0
2850,2850,0,0,0,0
2851,2851,0,0,0,0
2852,2852,0,0,0,0
2853,2853,0,0,0,0
2854,2854,0,0,0,0
2855,2855,0,0,0,0
2856,2856,0,0,0,0
2857,2857,0,0,0,0
2858,2858,0,0,0,0
2859,2859,0,0,0,0
2860,2860,0,0,0,0
2861,2861,0,0,0,0
2862,2862,0,0,0,0
2863,2863,0,0,0,0
2864,2864,0,0,0,0
2865,2865,0,0,0,0
2866,2866,0,0,0,0
2867,2867,0,0,0,0
2868,2868,0,0,0,0
2869,2869,0,0,0,0
2870,2870,0,0,0,0
2871,2871,0,0,0,0
2872,2872,0,0,0,0
2873,2873,0,0,0,0
2874,2874,0,0,0,0
2875,2875,0,0,0,0
2876,2876,0,0,0,0
2877,2877,0,0,0,0
2878,2878,0,0,0,0
2879,2879,0,0,0,0
2880,2880,0,0,0,0
2881,2881,0,0,0,0
2882,2882,0,0,0,0
2883,2883,0,0,0,0
2884,2884,0,0,0,0
2885,2885,0,0,0,0
2886,2886,0,0,0,0
2887,2887,0,0,0,0
2888,2888,0,0,0,0
2889,2889,0,0,0,0
2890,2890,0,0,0,0
2891,2891,0,0,0,0
2892,2892,0,0,0,0
2893,2893,0,0,0,0
2894,2894,0,0,0,0
2895,2895,0,0,0,0
2896,2896,0,0,0,0
2897,2897,0,0,0,0
2898,2898,0,0,0,0
2899,2899,0,0,0,0
2900,2900,0,0,0,0
2901,2901,0,0,0,0
2902,2902,0,0,0,0
2903,2903,0,0,0,0
2904,2904,0,0,0,0
2905,2905,0,0,0,0
2906,2906,0,0,0,0
2907,2907,0,0,0,0
2908,2908,0,0,0,0
2909,2909,0,0,0,0
2910,2910,0,0,0,0
2911,2911,0,0,0,0
2912,2912,0,0,0,0
2913,2913,0,0,0,0
2914,2914,0,0,0,0
2915,2915,0,0,0,0
2916,2916,0,0,0,0
2917,2917,0,0,0,0
2918,2918,0,0,0,0
2919,2919,0,0,0,0
2920,2920,0,0,0,0
2921,2921,0,0,0,0
2922,2922,0,0,0,0
2923,2923,0,0,0,0
2924,2924,0,0,0,0
2925,2925,0,0,0,0
2926,2926,0,0,0,0
2927,2927,0,0,0,0
2928,2928,0,0,0,0
2929,2929,0,0,0,0
2930,2930,0,0,0,0
2931,2931,0,0,0,0
2932,2932,0,0,0,0
2933,2933,0,0,0,0
2934,2934,0,0,0,0
2935,2935,0,0,0,0
2936,2936,0,0,0,0
2937,2937,0,0,0,0
2938,2938,0,0,0,0
2939,2939,0,0,0,0
2940,2940,0,0,0,0
2941,2941,0,0,0,0
2942,2942,0,0,0,0
2943,2943,0,0,0,0
2944,2944,0,0,0,0
2945,2945,0,0,0,0
2946,2946,0,0,0,0
2947,2947,0,0,0,0
2948,2948,0,0,0,0
2949,2949,0,0,0,0
2950,2950,0,0,0,0
2951,2951,0,0,0,0
2952,2952,0,0,0,0
2953,2953,0,0,0,0
2954,2954,0,0,0,0
2955,2955,0,0,0,0
2956,2956,0,0,0,0
2957,2957,0,0,0,0
2958,2958,0,0,0,0
2959,2959,0,0,0,0
2960,2960,0,0,0,0
2961,2961,0,0,0,0
2962,2962,0,0,0,0
2963,2963,0,0,0,0
2964,2964,0,0,0,0
2965,2965,0,0,0,0
2966,2966,0,0,0,0
2967,2967,0,0,0,0
2968,2968,0,0,0,0
2969,2969,0,0,0,0
2970,2970,0,0,0,0
2971,2971,0,0,0,0
2972,2972,0,0,0,0
2973,2973,0,0,0,0
2974,2974,0,0,0,0
2975,2975,0,0,0,0
2976,2976,0,0,0,0
2977,2977,0,0,0,0
2978,2978,0,0,0,0
2979,2979,0,0,0,0
2980,2980,0,0,0,0
2981,2981,0,0,0,0
2982,2982,0,0,0,0
2983,2983,0,0,0,0
2984,2984,0,0,0,0
2985,2985,0,0,0,0
2986,2986,0,0,0,0
2987,2987,0,0,0,0
2988,2988,0,0,0,0
2989,2989,0,0,0,0
2990,2990,0,0,0,0
2991,2991,0,0,0,0
2992,2992,0,0,0,0
2993,2993,0,0,0,0
2994,2994,0,0,0,0
2995,2995,0,0,0,0
2996,2996,0,0,0,0
2997,2997,0,0,0,0
2998,2998,0,0,0,0
2999,2999,0,0,0,0
3000,3000,0,0,0,0
3001,3001,0,0,0,0
3002,3002,0,0,0,0
3003,3003,0,0,0,0
3004,3004,0,0,0,0
3005,3005,0,0,0,0
3006,3006,0,0,0,0
3007,3007,0,0,0,0
3008,3008,0,0,0,0
3009,3009,0,0,0,0
3010,3010,0,0,0,0
3011,3011,0,0,0,0
3012,3012,0,0,0,0
3013,3013,0,0,0,0
3014,3014,0,0,0,0
3015,3015,0,0,0,0
3016,3016,0,0,0,0
3017,3017,0,0,0,0
3018,3018,0,0,0,0
3019,3019,0,0,0,0
3020,3020,0,0,0,0
3021,3021,0,0,0,0
3022,3022,0,0,0,0
3023,3023,0,0,0,0
3024,3024,0,0,0,0
3025,3025,0,0,0,0
3026,3026,0,0,0,0
3027,3027,0,0,0,0
3028,3028,0,0,0,0
3029,3029,0,0,0,0
3030,3030,0,0,0,0
3031,3031,0,0,0,0
3032,3032,0,0,0,0
3033,3033,0,0,0,0
3034,3034,0,0,0,0
3035,3035,0,0,0,0
3036,3036,0,0,0,0
3037,3037,0,0,0,0
3038,3038,0,0,0,0
3039,3039,0,0,0,0
3040,3040,0,0,0,0
3041,3041,0,0,0,0
3042,3042,0,0,0,0
3043,3043,0,0,0,0
3044,3044,0,0,0,0
3045,3045,0,0,0,0
3046,3046,0,0,0,0
3047,3047,0,0,0,0
3048,3048,0,0,0,0
3049,3049,0,0,0,0
3050,3050,0,0,0,0
3051,3051,0,0,0,0
3052,3052,0,0,0,0
3053,3053,0,0,0,0
3054,3054,0,0,0,0
3055,3055,0,0,0,0
3056,3056,0,0,0,0
3057,3057,0,0,0,0
3058,3058,0,0,0,0
3059,3059,0,0,0,0
3060,3060,0,0,0,0
3061,3061,0,0,0,0
3062,3062,0,0,0,0
3063,3063,0,0,0,0
3064,3064,0,0,0,0
3065,3065,0,0,0,0
3066,3066,0,0,0,0
3067,3067,0,0,0,0
3068,3068,0,0,0,0
3069,3069,0,0,0,0
3070,3070,0,0,0,0
3071,3071,0,0,0,0
3072,3072,0,0,0,0
3073,3073,0,0,0,0
3074,3074,0,0,0,0
3075,3075,0,0,0,0
3076,3076,0,0,0,0
3077,3077,0,0,0,0
3078,3078,0,0,0,0
3079,3079,0,0,0,0
3080,3080,0,0,0,0
3081,3081,0,0,0,0
3082,3082,0,0,0,0
3083,3083,0,0,0,0
3084,3084,0,0,0,0
3085,3085,0,0,0,0
3086,3086,0,0,0,0
3087,3087,0,0,0,0
3088,3088,0,0,0,0
3089,3089,0,0,0,0
3090,3090,0,0,0,0
3091,3091,0,0,0,0
3092,3092,0,0,0,0
3093,3093,0,0,0,0
3094,3094,0,0,0,0
3095,3095,0,0,0,0
3096,3096,0,0,0,0
3097,3097,0,0,0,0
3098,3098,0,0,0,0
3099,3099,0,0,0,0
3100,3100,0,0,0,0
3101,3101,0,0,0,0
3102,3102,0,0,0,0
3103,3103,0,0,0,0
3104,3104,0,0,0,0
3105,3105,0,0,0,0
3106,3106,0,0,0,0
3107,3107,0,0,0,0
3108,3108,0,0,0,0
3109,3109,0,0,0,0
3110,3110,0,0,0,0
3111,3111,0,0,0,0
3112,3112,0,0,0,0
3113,3113,0,0,0,0
3114,3114,0,0,0,0
3115,3115,0,0,0,0
3116,3116,0,0,0,0
3117,3117,0,0,0,0
3118,3118,0,0,0,0
3119,3119,0,0,0,0
3120,3120,0,0,0,0
3121,3121,0,0,0,0
3122,3122,0,0,0,0
3123,3123,0,0,0,0
3124,3124,0,0,0,0
3125,3125,0,0,0,0
3126,3126,0,0,0,0
3127,3127,0,0,0,0
3128,3128,0,0,0,0
3129,3129,0,0,0,0
3130,3130,0,0,0,0
3131,3131,0,0,0,0
3132,3132,0,0,0,0
3133,3133,0,0,0,0
3134,3134,0,0,0,0
3135,3135,0,0,0,0
3136,3136,0,0,0,0
3137,3137,0,0,0,0
3138,3138,0,0,0,0
3139,3139,0,0,0,0
3140,3140,0,0,0,0
3141,3141,0,0,0,0
3142,3142,0,0,0,0
3143,3143,0,0,0,0
3144,3144,0,0,0,0
3145,3145,0,0,0,0
3146,3146,0,0,0,0
3147,3147,0,0,0,0
3148,3148,0,0,0,0
3149,3149,0,0,0,0
3150,3150,0,0,0,0
3151,3151,0,0,0,0
3152,3152,0,0,0,0
3153,3153,0,0,0,0
3154,3154,0,0,0,0
3155,3155,0,0,0,0
3156,3156,0,0,0,0
3157,3157,0,0,0,0
3158,3158,0,0,0,0
3159,3159,0,0,0,0
3160,3160,0,0,0,0
3161,3161,0,0,0,0
3162,3162,0,0,0,0
3163,3163,0,0,0,0
3164,3164,0,0,0,0
3165,3165,0,0,0,0
3166,3166,0,0,0,0
3167,3167,0,0,0,0
3168,3168,0,0,0,0
3169,3169,0,0,0,0
3170,3170,0,0,0,0
3171,3171,0,0,0,0
3172,3172,0,0,0,0
3173,3173,0,0,0,0
3174,3174,0,0,0,0
3175,3175,0,0,0,0
3176,3176,0,0,0,0
3177,3177,0,0,0,0
3178,3178,0,0,0,0
3179,3179,0,0,0,0
3180,3180,0,0,0,0
3181,3181,0,0,0,0
3182,3182,0,0,0,0
3183,3183,0,0,0,0
3184,3184,0,0,0,0
3185,3185,0,0,0,0
3186,3186,0,0,0,0
3187,3187,0,0,0,0
3188,3188,0,0,0,0
3189,3189,0,0,0,0
3190,3190,0,0,0,0
3191,3191,0,0,0,0
3192,3192,0,0,0,0
3193,3193,0,0,0,0
3194,3194,0,0,0,0
3195,3195,0,0,0,0
3196,3196,0,0,0,0
3197,3197,0,0,0,0
3198,3198,0,0,0,0
3199,3199,0,0,0,0
3200,3200,0,0,0,0
3201,3201,0,0,0,0
3202,3202,0,0,0,0
3203,3203,0,0,0,0
3204,3204,0,0,0,0
3205,3205,0,0,0,0
3206,3206,0,0,0,0
3207,3207,0,0,0,0
3208,3208,0,0,0,0
3209,3209,0,0,0,0
3210,3210,0,0,0,0
3211,3211,0,0,0,0
3212,3212,0,0,0,0
3213,3213,0,0,0,0
3214,3214,0,0,0,0
3215,3215,0,0,0,0
3216,3216,0,0,0,0
3217,3217,0,0,0,0
3218,3218,0,0,0,0
3219,3219,0,0,0,0
3220,3220,0,0,0,0
3221,3221,0,0,0,0
3222,3222,0,0,0,0
3223,3223,0,0,0,0
3224,3224,0,0,0,0
3225,3225,0,0,0,0
3226,3226,0,0,0,0
3227,3227,0,0,0,0
3228,3228,0,0,0,0
3229,3229,0,0,0,0
3230,3230,0,0,0,0
3231,3231,0,0,0,0
3232,3232,0,0,0,0
3233,3233,0,0,0,0
3234,3234,0,0,0,0
3235,3235,0,0,0,0
3236,3236,0,0,0,0
3237,3237,0,0,0,0
3238,3238,0,0,0,0
3239,3239,0,0,0,0
3240,3240,0,0,0,0
3241,3241,0,0,0,0
3242,3242,0,0,0,0
3243,3243,0,0,0,0
3244,3244,0,0,0,0
3245,3245,0,0,0,0
3246,3246,0,0,0,0
3247,3247,0,0,0,0
3248,3248,0,0,0,0
3249,3249,0,0,0,0
3250,3250,0,0,0,0
3251,3251,0,0,0,0
3252,3252,0,0,0,0
3253,3253,0,0,0,0
3254,3254,0,0,0,0
3255,3255,0,0,0,0
3256,3256,0,0,0,0
3257,3257,0,0,0,0
3258,3258,0,0,0,0
3259,3259,0,0,0,0
3260,3260,0,0,0,0
3261,3261,0,0,0,0
3262,3262,0,0,0,0
3263,3263,0,0,0,0
3264,3264,0,0,0,0
3265,3265,0,0,0,0
3266,3266,0,0,0,0
3267,3267,0,0,0,0
3268,3268,0,0,0,0
3269,3269,0,0,0,0
3270,3270,0,0,0,0
3271,3271,0,0,0,0
3272,3272,0,0,0,0
3273,3273,0,0,0,0
3274,3274,0,0,0,0
3275,3275,0,0,0,0
3276,3276,0,0,0,0
3277,3277,0,0,0,0
3278,3278,0,0,0,0
3279,3279,0,0,0,0
3280,3280,0,0,0,0
3281,3281,0,0,0,0
3282,3282,0,0,0,0
3283,3283,0,0,0,0
3284,3284,0,0,0,0
3285,3285,0,0,0,0
3286,3286,0,0,0,0
3287,3287,0,0,0,0
3288,3288,0,0,0,0
3289,3289,0,0,0,0
3290,3290,0,0,0,0
3291,3291,0,0,0,0
3292,3292,0,0,0,0
3293,3293,0,0,0,0
3294,3294,0,0,0,0
3295,3295,0,0,0,0
3296,3296,0,0,0,0
3297,3297,0,0,0,0
3298,3298,0,0,0,0
3299,3299,0,0,0,0
3300,3300,0,0,0,0
3301,3301,0,0,0,0
3302,3302,0,0,0,0
3303,3303,0,0,0,0
3304,3304,0,0,0,0
3305,3305,0,0,0,0
3306,3306,0,0,0,0
3307,3307,0,0,0,0
3308,3308,0,0,0,0
3309,3309,0,0,0,0
3310,3310,0,0,0,0
3311,3311,0,0,0,0
3312,3312,0,0,0,0
3313,3313,0,0,0,0
3314,3314,0,0,0,0
3315,3315,0,0,0,0
3316,3316,0,0,0,0
3317,3317,0,0,0,0
3318,3318,0,0,0,0
3319,3319,0,0,0,0
3320,3320,0,0,0,0
3321,3321,0,0,0,0
3322,3322,0,0,0,0
3323,3323,0,0,0,0
3324,3324,0,0,0,0
3325,3325,0,0,0,0
3326,3326,0,0,0,0
3327,3327,0,0,0,0
3328,3328,0,0,0,0
3329,3329,0,0,0,0
3330,3330,0,0,0,0
3331,3331,0,0,0,0
3332,3332,0,0,0,0
3333,3333,0,0,0,0
3334,3334,0,0,0,0
3335,3335,0,0,0,0
3336,3336,0,0,0,0
3337,3337,0,0,0,0
3338,3338,0,0,0,0
3339,3339,0,0,0,0
3340,3340,0,0,0,0
3341,3341,0,0,0,0
3342,3342,0,0,0,0
3343,3343,0,0,0,0
3344,3344,0,0,0,0
3345,3345,0,0,0,0
3346,3346,0,0,0,0
3347,3347,0,0,0,0
3348,3348,0,0,0,0
3349,3349,0,0,0,0
3350,3350,0,0,0,0
3351,3351,0,0,0,0
3352,3352,0,0,0,0
3353,3353,0,0,0,0
3354,3354,0,0,0,0
3355,3355,0,0,0,0
3356,3356,0,0,0,0
3357,3357,0,0,0,0
3358,3358,0,0,0,0
3359,3359,0,0,0,0
3360,3360,0,0,0,0
3361,3361,0,0,0,0
3362,3362,0,0,0,0
3363,3363,0,0,0,0
3364,3364,0,0,0,0
3365,3365,0,0,0,0
3366,3366,0,0,0,0
3367,3367,0,0,0,0
3368,3368,0,0,0,0
3369,3369,0,0,0,0
3370,3370,0,0,0,0
3371,3371,0,0,0,0
3372,3372,0,0,0,0
3373,3373,0,0,0,0
3374,3374,0,0,0,0
3375,3375,0,0,0,0
3376,3376,0,0,0,0
3377,3377,0,0,0,0
3378,3378,0,0,0,0
3379,3379,0,0,0,0
3380,3380,0,0,0,0
3381,3381,0,0,0,0
3382,3382,0,0,0,0
3383,3383,0,0,0,0
3384,3384,0,0,0,0
3385,3385,0,0,0,0
3386,3386,0,0,0,0
3387,3387,0,0,0,0
3388,3388,0,0,0,0
3389,3389,0,0,0,0
3390,3390,0,0,0,0
3391,3391,0,0,0,0
3392,3392,0,0,0,0
3393,3393,0,0,0,0
3394,3394,0,0,0,0
3395,3395,0,0,0,0
3396,3396,0,0,0,0
3397,3397,0,0,0,0
3398,3398,0,0,0,0
3399,3399,0,0,0,0
3400,3400,0,0,0,0
3401,3401,0,0,0,0
3402,3402,0,0,0,0
3403,3403,0,0,0,0
3404,3404,0,0,0,0
3405,3405,0,0,0,0
3406,3406,0,0,0,0
3407,3407,0,0,0,0
3408,3408,0,0,0,0
3409,3409,0,0,0,0
3410,3410,0,0,0,0
3411,3411,0,0,0,0
3412,3412,0,0,0,0
3413,3413,0,0,0,0
3414,3414,0,0,0,0
3415,3415,0,0,0,0
3416,3416,0,0,0,0
3417,3417,0,0,0,0
3418,3418,0,0,0,0
3419,3419,0,0,0,0
3420,3420,0,0,0,0
3421,3421,0,0,0,0
3422,3422,0,0,0,0
3423,3423,0,0,0,0
3424,3424,0,0,0,0
3425,3425,0,0,0,0
3426,3426,0,0,0,0
3427,3427,0,0,0,0
3428,3428,0,0,0,0
3429,3429,0,0,0,0
3430,3430,0,0,0,0
3431,3431,0,0,0,0
3432,3432,0,0,0,0
3433,3433,0,0,0,0
3434,3434,0,0,0,0
3435,3435,0,0,0,0
3436,3436,0,0,0,0
3437,3437,0,0,0,0
3438,3438,0,0,0,0
3439,3439,0,0,0,0
3440,3440,0,0,0,0
3441,3441,0,0,0,0
3442,3442,0,0,0,0
3443,3443,0,0,0,0
3444,3444,0,0,0,0
3445,3445,0,0,0,0
3446,3446,0,0,0,0
3447,3447,0,0,0,0
3448,3448,0,0,0,0
3449,3449,0,0,0,0
3450,3450,0,0,0,0
3451,3451,0,0,0,0
3452,3452,0,0,0,0
3453,3453,0,0,0,0
3454,3454,0,0,0,0
3455,3455,0,0,0,0
3456,3456,0,0,0,0
3457,3457,0,0,0,0
3458,3458,0,0,0,0
3459,3459,0,0,0,0
3460,3460,0,0,0,0
3461,3461,0,0,0,0
3462,3462,0,0,0,0
3463,3463,0,0,0,0
3464,3464,0,0,0,0
3465,3465,0,0,0,0
3466,3466,0,0,0,0
3467,3467,0,0,0,0
3468,3468,0,0,0,0
3469,3469,0,0,0,0
3470,3470,0,0,0,0
3471,3471,0,0,0,0
3472,3472,0,0,0,0
3473,3473,0,0,0,0
3474,3474,0,0,0,0
3475,3475,0,0,0,0
3476,3476,0,0,0,0
3477,3477,0,0,0,0
3478,3478,0,0,0,0
3479,3479,0,0,0,0
3480,3480,0,0,0,0
3481,3481,0,0,0,0
3482,3482,0,0,0,0
3483,3483,0,0,0,0
3484,3484,0,0,0,0
3485,3485,0,0,0,0
3486,3486,0,0,0,0
3487,3487,0,0,0,0
3488,3488,0,0,0,0
3489,3489,0,0,0,0
3490,3490,0,0,0,0
3491,3491,0,0,0,0
3492,3492,0,0,0,0
3493,3493,0,0,0,0
3494,3494,0,0,0,0
3495,3495,0,0,0,0
3496,3496,0,0,0,0
3497,3497,0,0,0,0
3498,3498,0,0,0,0
3499,3499,0,0,0,0
3500,3500,0,0,0,0
3501,3501,0,0,0,0
3502,3502,0,0,0,0
3503,3503,0,0,0,0
3504,3504,0,0,0,0
3505,3505,0,0,0,0
3506,3506,0,0,0,0
3507,3507,0,0,0,0
3508,3508,0,0,0,0
3509,3509,0,0,0,0
3510,3510,0,0,0,0
3511,3511,0,0,0,0
3512,3512,0,0,0,0
3513,3513,0,0,0,0
3514,3514,0,0,0,0
3515,3515,0,0,0,0
3516,3516,0,0,0,0
3517,3517,0,0,0,0
3518,3518,0,0,0,0
3519,3519,0,0,0,0
3520,3520,0,0,0,0
3521,3521,0,0,0,0
3522,3522,0,0,0,0
3523,3523,0,0,0,0
3524,3524,0,0,0,0
3525,3525,0,0,0,0
3526,3526,0,0,0,0
3527,3527,0,0,0,0
3528,3528,0,0,0,0
3529,3529,0,0,0,0
3530,3530,0,0,0,0
3531,3531,0,0,0,0
3532,3532,0,0,0,0
3533,3533,0,0,0,0
3534,3534,0,0,0,0
3535,3535,0,0,0,0
3536,3536,0,0,0,0
3537,3537,0,0,0,0
3538,3538,0,0,0,0
3539,3539,0,0,0,0
3540,3540,0,0,0,0
3541,3541,0,0,0,0
3542,3542,0,0,0,0
3543,3543,0,0,0,0
3544,3544,0,0,0,0
3545,3545,0,0,0,0
3546,3546,0,0,0,0
3547,3547,0,0,0,0
3548,3548,0,0,0,0
3549,3549,0,0,0,0
3550,3550,0,0,0,0
3551,3551,0,0,0,0
3552,3552,0,0,0,0
3553,3553,0,0,0,0
3554,3554,0,0,0,0
3555,3555,0,0,0,0
3556,3556,0,0,0,0
3557,3557,0,0,0,0
3558,3558,0,0,0,0
3559,3559,0,0,0,0
3560,3560,0,0,0,0
3561,3561,0,0,0,0
3562,3562,0,0,0,0
3563,3563,0,0,0,0
3564,3564,0,0,0,0
3565,3565,0,0,0,0
3566,3566,0,0,0,0
3567,3567,0,0,0,0
3568,3568,0,0,0,0
3569,3569,0,0,0,0
3570,3570,0,0,0,0
3571,3571,0,0,0,0
3572,3572,0,0,0,0
3573,3573,0,0,0,0
3574,3574,0,0,0,0
3575,3575,0,0,0,0
3576,3576,0,0,0,0
3577,3577,0,0,0,0
3578,3578,0,0,0,0
3579,3579,0,0,0,0
3580,3580,0,0,0,0
3581,3581,0,0,0,0
3582,3582,0,0,0,0
3583,3583,0,0,0,0
3584,3584,0,0,0,0
3585,3585,0,0,0,0
3586,3586,0,0,0,0
3587,3587,0,0,0,0
3588,3588,0,0,0,0
3589,3589,0,0,0,0
3590,3590,0,0,0,0
3591,3591,0,0,0,0
3592,3592,0,0,0,0
3593,3593,0,0,0,0
3594,3594,0,0,0,0
3595,3595,0,0,0,0
3596,3596,0,0,0,0
3597,3597,0,0,0,0
3598,3598,0,0,0,0
3599,3599,0,0,0,0
3600,3600,0,0,0,0
3601,3601,0,0,0,0
3602,3602,0,0,0,0
3603,3603,0,0,0,0
3604,3604,0,0,0,0
3605,3605,0,0,0,0
3606,3606,0,0,0,0
3607,3607,0,0,0,0
3608,3608,0,0,0,0
3609,3609,0,0,0,0
3610,3610,0,0,0,0
3611,3611,0,0,0,0
3612,3612,0,0,0,0
3613,3613,0,0,0,0
3614,3614,0,0,0,0
3615,3615,0,0,0,0
3616,3616,0,0,0,0
3617,3617,0,0,0,0
3618,3618,0,0,0,0
3619,3619,0,0,0,0
3620,3620,0,0,0,0
3621,3621,0,0,0,0
3622,3622,0,0,0,0
3623,3623,0,0,0,0
3624,3624,0,0,0,0
3625,3625,0,0,0,0
3626,3626,0,0,0,0
3627,3627,0,0,0,0
3628,3628,0,0,0,0
3629,3629,0,0,0,0
3630,3630,0,0,0,0
3631,3631,0,0,0,0
3632,3632,0,0,0,0
3633,3633,0,0,0,0
3634,3634,0,0,0,0
3635,3635,0,0,0,0
3636,3636,0,0,0,0
3637,3637,0,0,0,0
3638,3638,0,0,0,0
3639,3639,0,0,0,0
3640,3640,0,0,0,0
3641,3641,0,0,0,0
3642,3642,0,0,0,0
3643,3643,0,0,0,0
3644,3644,0,0,0,0
3645,3645,0,0,0,0
3646,3646,0,0,0,0
3647,3647,0,0,0,0
3648,3648,0,0,0,0
3649,3649,0,0,0,0
3650,3650,0,0,0,0
3651,3651,0,0,0,0
3652,3652,0,0,0,0
3653,3653,0,0,0,0
3654,3654,0,0,0,0
3655,3655,0,0,0,0
3656,3656,0,0,0,0
3657,3657,0,0,0,0
3658,3658,0,0,0,0
3659,3659,0,0,0,0
3660,3660,0,0,0,0
3661,3661,0,0,0,0
3662,3662,0,0,0,0
3663,3663,0,0,0,0
3664,3664,0,0,0,0
3665,3665,0,0,0,0
3666,3666,0,0,0,0
3667,3667,0,0,0,0
3668,3668,0,0,0,0
3669,3669,0,0,0,0
3670,3670,0,0,0,0
3671,3671,0,0,0,0
3672,3672,0,0,0,0
3673,3673,0,0,0,0
3674,3674,0,0,0,0
3675,3675,0,0,0,0
3676,3676,0,0,0,0
3677,3677,0,0,0,0
3678,3678,0,0,0,0
3679,3679,0,0,0,0
3680,3680,0,0,0,0
3681,3681,0,0,0,0
3682,3682,0,0,0,0
3683,3683,0,0,0,0
3684,3684,0,0,0,0
3685,3685,0,0,0,0
3686,3686,0,0,0,0
3687,3687,0,0,0,0
3688,3688,0,0,0,0
3689,3689,0,0,0,0
3690,3690,0,0,0,0
3691,3691,0,0,0,0
3692,3692,0,0,0,0
3693,3693,0,0,0,0
3694,3694,0,0,0,0
3695,3695,0,0,0,0
3696,3696,0,0,0,0
3697,3697,0,0,0,0
3698,3698,0,0,0,0
3699,3699,0,0,0,0
3700,3700,0,0,0,0
3701,3701,0,0,0,0
3702,3702,0,0,0,0
3703,3703,0,0,0,0
3704,3704,0,0,0,0
3705,3705,0,0,0,0
3706,3706,0,0,0,0
3707,3707,0,0,0,0
3708,3708,0,0,0,0
3709,3709,0,0,0,0
3710,3710,0,0,0,0
3711,3711,0,0,0,0
3712,3712,0,0,0,0
3713,3713,0,0,0,0
3714,3714,0,0,0,0
3715,3715,0,0,0,0
3716,3716,0,0,0,0
3717,3717,0,0,0,0
3718,3718,0,0,0,0
3719,3719,0,0,0,0
3720,3720,0,0,0,0
3721,3721,0,0,0,0
3722,3722,0,0,0,0
3723,3723,0,0,0,0
3724,3724,0,0,0,0
3725,3725,0,0,0,0
3726,3726,0,0,0,0
3727,3727,0,0,0,0
3728,3728,0,0,0,0
3729,3729,0,0,0,0
3730,3730,0,0,0,0
3731,3731,0,0,0,0
3732,3732,0,0,0,0
3733,3733,0,0,0,0
3734,3734,0,0,0,0
3735,3735,0,0,0,0
3736,3736,0,0,0,0
3737,3737,0,0,0,0
3738,3738,0,0,0,0
3739,3739,0,0,0,0
3740,3740,0,0,0,0
3741,3741,0,0,0,0
3742,3742,0,0,0,0
3743,3743,0,0,0,0
3744,3744,0,0,0,0
3745,3745,0,0,0,0
3746,3746,0,0,0,0
3747,3747,0,0,0,0
3748,3748,0,0,0,0
3749,3749,0,0,0,0
3750,3750,0,0,0,0
3751,3751,0,0,0,0
3752,3752,0,0,0,0
3753,3753,0,0,0,0
3754,3754,0,0,0,0
3755,3755,0,0,0,0
3756,3756,0,0,0,0
3757,3757,0,0,0,0
3758,3758,0,0,0,0
3759,3759,0,0,0,0
3760,3760,0,0,0,0
3761,3761,0,0,0,0
3762,3762,0,0,0,0
3763,3763,0,0,0,0
3764,3764,0,0,0,0
3765,3765,0,0,0,0
3766,3766,0,0,0,0
